2024-03-04 20:41:36,635 - INFO - Data starts at: 54
2024-03-04 20:43:43,055 - INFO - Data starts at: 54
2024-03-04 20:43:43,056 - INFO - Width of the data: 1200
2024-03-04 20:43:43,056 - INFO - Height of the data: 800
2024-03-04 20:46:41,295 - INFO - Data starts at: 54
2024-03-04 20:46:41,295 - INFO - Width of the data: 1200
2024-03-04 20:46:41,295 - INFO - Height of the data: 800
2024-03-04 20:46:41,295 - INFO - Number of bites: 2880000
2024-03-04 20:51:20,874 - INFO - Data starts at: 54
2024-03-04 20:51:20,874 - INFO - Width of the data: 1200
2024-03-04 20:51:20,874 - INFO - Height of the data: 800
2024-03-04 20:51:20,874 - INFO - Number of bites: 2880000
2024-03-04 20:51:20,875 - INFO - Input file bytes: validation/dwarf.bmp
2024-03-04 20:51:38,906 - INFO - Data starts at: 54
2024-03-04 20:51:38,906 - INFO - Width of the data: 1200
2024-03-04 20:51:38,906 - INFO - Height of the data: 800
2024-03-04 20:51:38,907 - INFO - Number of bites: 2880000
2024-03-04 20:51:38,907 - INFO - Input file bytes: 317658
2024-03-04 20:52:26,899 - INFO - Data starts at: 54
2024-03-04 20:52:26,899 - INFO - Width of the data: 1200
2024-03-04 20:52:26,899 - INFO - Height of the data: 800
2024-03-04 20:52:26,899 - INFO - Number of bites: 2880000
2024-03-04 20:52:26,900 - INFO - Bytes to store: 360000.0
2024-03-04 20:52:26,900 - INFO - Input file bytes: 317658
2024-03-04 20:54:01,136 - INFO - Data starts at: 54
2024-03-04 20:54:01,136 - INFO - Width of the data: 1200
2024-03-04 20:54:01,136 - INFO - Height of the data: 800
2024-03-04 20:54:01,136 - INFO - Number of bites: 2880000
2024-03-04 20:54:01,136 - INFO - Bytes to store: 360000.0
2024-03-04 20:54:01,137 - INFO - Input file bytes: 317658
2024-03-04 20:54:01,140 - INFO - Data starts at: 54
2024-03-04 20:54:01,140 - INFO - Width of the data: 1200
2024-03-04 20:54:01,140 - INFO - Height of the data: 800
2024-03-04 20:54:01,141 - INFO - Number of bites: 2880000
2024-03-04 20:54:01,141 - INFO - Bytes to store: 360000.0
2024-03-04 20:54:01,141 - INFO - Input file bytes: 55575
2024-03-04 20:54:01,151 - INFO - Data starts at: 54
2024-03-04 20:54:01,151 - INFO - Width of the data: 1200
2024-03-04 20:54:01,151 - INFO - Height of the data: 800
2024-03-04 20:54:01,151 - INFO - Number of bites: 2880000
2024-03-04 20:54:01,152 - INFO - Bytes to store: 360000.0
2024-03-04 20:54:01,152 - INFO - Input file bytes: 181056
2024-03-04 20:54:01,152 - INFO - Data starts at: 54
2024-03-04 20:54:01,152 - INFO - Width of the data: 1200
2024-03-04 20:54:01,152 - INFO - Height of the data: 800
2024-03-04 20:54:01,152 - INFO - Number of bites: 2880000
2024-03-04 20:54:01,153 - INFO - Bytes to store: 360000.0
2024-03-04 20:54:01,153 - INFO - Input file bytes: 198737
2024-03-04 20:54:01,153 - INFO - Data starts at: 54
2024-03-04 20:54:01,153 - INFO - Width of the data: 1200
2024-03-04 20:54:01,154 - INFO - Height of the data: 800
2024-03-04 20:54:01,154 - INFO - Number of bites: 2880000
2024-03-04 20:54:01,154 - INFO - Bytes to store: 360000.0
2024-03-04 20:54:01,154 - INFO - Input file bytes: 500231
2024-03-04 20:55:31,653 - INFO - Data starts at: 54
2024-03-04 20:55:31,653 - INFO - Width of the data: 1200
2024-03-04 20:55:31,654 - INFO - Height of the data: 800
2024-03-04 20:55:31,654 - INFO - Number of bites: 2880000
2024-03-04 20:55:31,654 - INFO - Bytes to store: 360000
2024-03-04 20:55:31,654 - INFO - Input file bytes: 317658
2024-03-04 20:55:31,655 - INFO - Data starts at: 54
2024-03-04 20:55:31,655 - INFO - Width of the data: 1200
2024-03-04 20:55:31,655 - INFO - Height of the data: 800
2024-03-04 20:55:31,655 - INFO - Number of bites: 2880000
2024-03-04 20:55:31,655 - INFO - Bytes to store: 360000
2024-03-04 20:55:31,655 - INFO - Input file bytes: 55575
2024-03-04 20:55:31,656 - INFO - Data starts at: 54
2024-03-04 20:55:31,656 - INFO - Width of the data: 1200
2024-03-04 20:55:31,656 - INFO - Height of the data: 800
2024-03-04 20:55:31,656 - INFO - Number of bites: 2880000
2024-03-04 20:55:31,656 - INFO - Bytes to store: 360000
2024-03-04 20:55:31,656 - INFO - Input file bytes: 181056
2024-03-04 20:55:31,673 - INFO - Data starts at: 54
2024-03-04 20:55:31,673 - INFO - Width of the data: 1200
2024-03-04 20:55:31,673 - INFO - Height of the data: 800
2024-03-04 20:55:31,673 - INFO - Number of bites: 2880000
2024-03-04 20:55:31,673 - INFO - Bytes to store: 360000
2024-03-04 20:55:31,674 - INFO - Input file bytes: 198737
2024-03-04 20:55:31,674 - INFO - Data starts at: 54
2024-03-04 20:55:31,674 - INFO - Width of the data: 1200
2024-03-04 20:55:31,674 - INFO - Height of the data: 800
2024-03-04 20:55:31,675 - INFO - Number of bites: 2880000
2024-03-04 20:55:31,675 - INFO - Bytes to store: 360000
2024-03-04 20:55:31,675 - INFO - Input file bytes: 500231
2024-03-04 20:57:26,526 - INFO - Data starts at: 54
2024-03-04 20:57:26,526 - INFO - Width of the data: 1200
2024-03-04 20:57:26,526 - INFO - Height of the data: 800
2024-03-04 20:57:26,526 - INFO - Bytes to store: 360000
2024-03-04 20:57:26,527 - INFO - Input file validation/dwarf.bmp bytes: 317658
2024-03-04 20:57:26,527 - INFO - Data starts at: 54
2024-03-04 20:57:26,528 - INFO - Width of the data: 1200
2024-03-04 20:57:26,528 - INFO - Height of the data: 800
2024-03-04 20:57:26,528 - INFO - Bytes to store: 360000
2024-03-04 20:57:26,528 - INFO - Input file validation/kiv-logo-cernobile.png bytes: 55575
2024-03-04 20:57:26,528 - INFO - Data starts at: 54
2024-03-04 20:57:26,528 - INFO - Width of the data: 1200
2024-03-04 20:57:26,529 - INFO - Height of the data: 800
2024-03-04 20:57:26,529 - INFO - Bytes to store: 360000
2024-03-04 20:57:26,529 - INFO - Input file validation/validation1.mp3 bytes: 181056
2024-03-04 20:57:26,529 - INFO - Data starts at: 54
2024-03-04 20:57:26,529 - INFO - Width of the data: 1200
2024-03-04 20:57:26,529 - INFO - Height of the data: 800
2024-03-04 20:57:26,530 - INFO - Bytes to store: 360000
2024-03-04 20:57:26,530 - INFO - Input file validation/validation2.mp3 bytes: 198737
2024-03-04 20:57:26,530 - INFO - Data starts at: 54
2024-03-04 20:57:26,530 - INFO - Width of the data: 1200
2024-03-04 20:57:26,530 - INFO - Height of the data: 800
2024-03-04 20:57:26,530 - INFO - Bytes to store: 360000
2024-03-04 20:57:26,531 - INFO - Input file validation/zcu-logo.pdf bytes: 500231
2024-03-04 21:02:45,361 - INFO - Data starts at: 54
2024-03-04 21:02:45,361 - INFO - Width of the data: 1200
2024-03-04 21:02:45,361 - INFO - Height of the data: 800
2024-03-04 21:02:45,361 - INFO - Bytes to store: 360000
2024-03-04 21:02:45,362 - INFO - Input file validation/dwarf.bmp bytes: 317658
2024-03-04 21:02:45,373 - INFO - 42
2024-03-04 21:02:45,373 - INFO - 4d
2024-03-04 21:02:45,373 - INFO - da
2024-03-04 21:02:45,373 - INFO - d8
2024-03-04 21:02:45,373 - INFO - 04
2024-03-04 21:02:45,374 - INFO - 00
2024-03-04 21:02:45,374 - INFO - 00
2024-03-04 21:02:45,374 - INFO - 00
2024-03-04 21:02:45,374 - INFO - 00
2024-03-04 21:02:45,374 - INFO - 00
2024-03-04 21:02:45,374 - INFO - 8a
2024-03-04 21:02:45,374 - INFO - 00
2024-03-04 21:02:45,374 - INFO - 00
2024-03-04 21:02:45,374 - INFO - 00
2024-03-04 21:02:45,374 - INFO - 7c
2024-03-04 21:02:45,374 - INFO - 00
2024-03-04 21:02:45,374 - INFO - 00
2024-03-04 21:02:45,374 - INFO - 00
2024-03-04 21:02:45,374 - INFO - 68
2024-03-04 21:02:45,375 - INFO - 01
2024-03-04 21:02:45,375 - INFO - 00
2024-03-04 21:02:45,375 - INFO - 00
2024-03-04 21:02:45,375 - INFO - 26
2024-03-04 21:02:45,375 - INFO - 01
2024-03-04 21:02:45,375 - INFO - 00
2024-03-04 21:02:45,375 - INFO - 00
2024-03-04 21:02:45,375 - INFO - 01
2024-03-04 21:02:45,375 - INFO - 00
2024-03-04 21:02:45,375 - INFO - 18
2024-03-04 21:02:45,375 - INFO - 00
2024-03-04 21:02:45,375 - INFO - 00
2024-03-04 21:02:45,376 - INFO - 00
2024-03-04 21:02:45,376 - INFO - 00
2024-03-04 21:02:45,376 - INFO - 00
2024-03-04 21:02:45,376 - INFO - 50
2024-03-04 21:02:45,376 - INFO - d8
2024-03-04 21:02:45,376 - INFO - 04
2024-03-04 21:02:45,376 - INFO - 00
2024-03-04 21:02:45,376 - INFO - 60
2024-03-04 21:02:45,376 - INFO - 0f
2024-03-04 21:02:45,376 - INFO - 00
2024-03-04 21:02:45,376 - INFO - 00
2024-03-04 21:02:45,376 - INFO - 60
2024-03-04 21:02:45,376 - INFO - 0f
2024-03-04 21:02:45,377 - INFO - 00
2024-03-04 21:02:45,377 - INFO - 00
2024-03-04 21:02:45,377 - INFO - 00
2024-03-04 21:02:45,377 - INFO - 00
2024-03-04 21:02:45,377 - INFO - 00
2024-03-04 21:02:45,377 - INFO - 00
2024-03-04 21:02:45,377 - INFO - 00
2024-03-04 21:02:45,377 - INFO - 00
2024-03-04 21:02:45,377 - INFO - 00
2024-03-04 21:02:45,377 - INFO - 00
2024-03-04 21:02:45,377 - INFO - 00
